sentence,prompt
"As for the "" candidates for 1994-1999 legislators , "" the CNTP recommends that "" workers and popular movements support the candidates committed to our efforts and suggests the names of two candidates from the Papa Egoro Movement : Norma Cano in electoral circuit 8.6 , and Rolando Miller in circuit 8.9 , whom the workers describe as "" great fighters . "" ( quotation marks as published ) The CNTP feels that Norma Cano is a "" labor leader with vast experience , "" and that Rolando Miller is a union champion "" who showed ability and honesty in the struggle against the neoliberal and persecution policies of the current regime . """,honesty in the struggle against the neoliberal and is not a named entity .
"As for the "" candidates for 1994-1999 legislators , "" the CNTP recommends that "" workers and popular movements support the candidates committed to our efforts and suggests the names of two candidates from the Papa Egoro Movement : Norma Cano in electoral circuit 8.6 , and Rolando Miller in circuit 8.9 , whom the workers describe as "" great fighters . "" ( quotation marks as published ) The CNTP feels that Norma Cano is a "" labor leader with vast experience , "" and that Rolando Miller is a union champion "" who showed ability and honesty in the struggle against the neoliberal and persecution policies of the current regime . """,struggle against the neoliberal and persecution is not a named entity .
"As for the "" candidates for 1994-1999 legislators , "" the CNTP recommends that "" workers and popular movements support the candidates committed to our efforts and suggests the names of two candidates from the Papa Egoro Movement : Norma Cano in electoral circuit 8.6 , and Rolando Miller in circuit 8.9 , whom the workers describe as "" great fighters . "" ( quotation marks as published ) The CNTP feels that Norma Cano is a "" labor leader with vast experience , "" and that Rolando Miller is a union champion "" who showed ability and honesty in the struggle against the neoliberal and persecution policies of the current regime . """,: Norma Cano in electoral circuit is not a named entity .
"As for the "" candidates for 1994-1999 legislators , "" the CNTP recommends that "" workers and popular movements support the candidates committed to our efforts and suggests the names of two candidates from the Papa Egoro Movement : Norma Cano in electoral circuit 8.6 , and Rolando Miller in circuit 8.9 , whom the workers describe as "" great fighters . "" ( quotation marks as published ) The CNTP feels that Norma Cano is a "" labor leader with vast experience , "" and that Rolando Miller is a union champion "" who showed ability and honesty in the struggle against the neoliberal and persecution policies of the current regime . """,leader with vast experience is not a named entity .
"As for the "" candidates for 1994-1999 legislators , "" the CNTP recommends that "" workers and popular movements support the candidates committed to our efforts and suggests the names of two candidates from the Papa Egoro Movement : Norma Cano in electoral circuit 8.6 , and Rolando Miller in circuit 8.9 , whom the workers describe as "" great fighters . "" ( quotation marks as published ) The CNTP feels that Norma Cano is a "" labor leader with vast experience , "" and that Rolando Miller is a union champion "" who showed ability and honesty in the struggle against the neoliberal and persecution policies of the current regime . ""","that Norma Cano is a "" labor is not a named entity ."
"But New York Gov. Mario Cuomo , who enthusiastically joined in the chorus , interrupted his own praise for Kean to add a bit of explanation.",New York is a/an location entity .
"But New York Gov. Mario Cuomo , who enthusiastically joined in the chorus , interrupted his own praise for Kean to add a bit of explanation.",Mario Cuomo is a/an person entity .
"But New York Gov. Mario Cuomo , who enthusiastically joined in the chorus , interrupted his own praise for Kean to add a bit of explanation.",Kean is a/an person entity .
"But New York Gov. Mario Cuomo , who enthusiastically joined in the chorus , interrupted his own praise for Kean to add a bit of explanation.",own is not a named entity .
"But New York Gov. Mario Cuomo , who enthusiastically joined in the chorus , interrupted his own praise for Kean to add a bit of explanation.","Cuomo , is not a named entity ."
"But New York Gov. Mario Cuomo , who enthusiastically joined in the chorus , interrupted his own praise for Kean to add a bit of explanation.",add a bit of is not a named entity .
"But New York Gov. Mario Cuomo , who enthusiastically joined in the chorus , interrupted his own praise for Kean to add a bit of explanation.","chorus , interrupted his own is not a named entity ."
"But New York Gov. Mario Cuomo , who enthusiastically joined in the chorus , interrupted his own praise for Kean to add a bit of explanation.",Kean to add a bit of explanation. is not a named entity .
"But New York Gov. Mario Cuomo , who enthusiastically joined in the chorus , interrupted his own praise for Kean to add a bit of explanation.",a is not a named entity .
"Mark David Chapman , convicted of killing John Lennon ; and R. Foster Winans , a former Wall Street Journal reporter convicted of insider trading. ;",Mark David Chapman is a/an person entity .
"Mark David Chapman , convicted of killing John Lennon ; and R. Foster Winans , a former Wall Street Journal reporter convicted of insider trading. ;",John Lennon is a/an person entity .
"Mark David Chapman , convicted of killing John Lennon ; and R. Foster Winans , a former Wall Street Journal reporter convicted of insider trading. ;",R. Foster Winans is a/an person entity .
"Mark David Chapman , convicted of killing John Lennon ; and R. Foster Winans , a former Wall Street Journal reporter convicted of insider trading. ;",Wall Street Journal is a/an organization entity .
"Mark David Chapman , convicted of killing John Lennon ; and R. Foster Winans , a former Wall Street Journal reporter convicted of insider trading. ;",former is not a named entity .
"Mark David Chapman , convicted of killing John Lennon ; and R. Foster Winans , a former Wall Street Journal reporter convicted of insider trading. ;","David Chapman , is not a named entity ."
"Mark David Chapman , convicted of killing John Lennon ; and R. Foster Winans , a former Wall Street Journal reporter convicted of insider trading. ;","Chapman , convicted is not a named entity ."
"Mark David Chapman , convicted of killing John Lennon ; and R. Foster Winans , a former Wall Street Journal reporter convicted of insider trading. ;",John is not a named entity .
"Mark David Chapman , convicted of killing John Lennon ; and R. Foster Winans , a former Wall Street Journal reporter convicted of insider trading. ;",Street Journal reporter convicted of insider is not a named entity .
"Mark David Chapman , convicted of killing John Lennon ; and R. Foster Winans , a former Wall Street Journal reporter convicted of insider trading. ;",", a is not a named entity ."
"Mark David Chapman , convicted of killing John Lennon ; and R. Foster Winans , a former Wall Street Journal reporter convicted of insider trading. ;",Street Journal reporter convicted of insider trading. ; is not a named entity .
"Mark David Chapman , convicted of killing John Lennon ; and R. Foster Winans , a former Wall Street Journal reporter convicted of insider trading. ;",convicted of insider is not a named entity .
"Ten years ago : Former President Gerald R. Ford , a member of the Warren Commission that investigated President John F. Kennedy 's assassination , told a House committee he stood by the commission 's basic finding that assassin Lee Harvey Oswald had acted alone .",President Gerald R. Ford is a/an person entity .
