sentence,prompt
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,"TL;DR , LEICESTERSHIRE is an organization entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , Manuel Medina was retired by his corner at is not a named entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , when Mexico is not a named entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , featherweight is not a named entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , by his corner at is not a named entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , Mexico 's Manuel Medina was retired by is not a named entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , 11th round is not a named entity ."
Britain 's Naseem Hamed retained his WBO featherweight title on Saturday when Mexico 's Manuel Medina was retired by his corner at the end of the 11th round .,"TL;DR , at the end of is not a named entity ."
SOCCER - AUSTRIA DOMINATE SCOTLAND IN WORLD CUP QUALIFIER .,"TL;DR , AUSTRIA is a location entity ."
SOCCER - AUSTRIA DOMINATE SCOTLAND IN WORLD CUP QUALIFIER .,"TL;DR , SCOTLAND is a location entity ."
SOCCER - AUSTRIA DOMINATE SCOTLAND IN WORLD CUP QUALIFIER .,"TL;DR , WORLD CUP is an other entity ."
SOCCER - AUSTRIA DOMINATE SCOTLAND IN WORLD CUP QUALIFIER .,"TL;DR , AUSTRIA DOMINATE is not a named entity ."
SOCCER - AUSTRIA DOMINATE SCOTLAND IN WORLD CUP QUALIFIER .,"TL;DR , WORLD CUP QUALIFIER is not a named entity ."
SOCCER - AUSTRIA DOMINATE SCOTLAND IN WORLD CUP QUALIFIER .,"TL;DR , IN WORLD CUP QUALIFIER is not a named entity ."
SOCCER - AUSTRIA DOMINATE SCOTLAND IN WORLD CUP QUALIFIER .,"TL;DR , SCOTLAND IN WORLD CUP QUALIFIER is not a named entity ."
SOCCER - AUSTRIA DOMINATE SCOTLAND IN WORLD CUP QUALIFIER .,"TL;DR , DOMINATE SCOTLAND IN WORLD CUP is not a named entity ."
SOCCER - AUSTRIA DOMINATE SCOTLAND IN WORLD CUP QUALIFIER .,"TL;DR , SOCCER - AUSTRIA DOMINATE SCOTLAND is not a named entity ."
Steve Pagani,"TL;DR , Steve Pagani is a person entity ."
Steve Pagani,"TL;DR , Steve is not a named entity ."
Steve Pagani,"TL;DR , Pagani is not a named entity ."
VIENNA 1996-08-31,"TL;DR , VIENNA is a location entity ."
VIENNA 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
VIENNA 1996-08-31,"TL;DR , VIENNA 1996-08-31 is not a named entity ."
Austria dominated their World Cup group four qualifier against Scotland on Saturday with wave after wave of attacks but were unable to penetrate the visitors ' defence and had to settle for a goalless draw .,"TL;DR , Austria is a location entity ."
Austria dominated their World Cup group four qualifier against Scotland on Saturday with wave after wave of attacks but were unable to penetrate the visitors ' defence and had to settle for a goalless draw .,"TL;DR , World Cup is an other entity ."
Austria dominated their World Cup group four qualifier against Scotland on Saturday with wave after wave of attacks but were unable to penetrate the visitors ' defence and had to settle for a goalless draw .,"TL;DR , Scotland is a location entity ."
Austria dominated their World Cup group four qualifier against Scotland on Saturday with wave after wave of attacks but were unable to penetrate the visitors ' defence and had to settle for a goalless draw .,"TL;DR , four qualifier against Scotland is not a named entity ."
Austria dominated their World Cup group four qualifier against Scotland on Saturday with wave after wave of attacks but were unable to penetrate the visitors ' defence and had to settle for a goalless draw .,"TL;DR , wave after wave of attacks is not a named entity ."
Austria dominated their World Cup group four qualifier against Scotland on Saturday with wave after wave of attacks but were unable to penetrate the visitors ' defence and had to settle for a goalless draw .,"TL;DR , but were unable to penetrate the is not a named entity ."
Austria dominated their World Cup group four qualifier against Scotland on Saturday with wave after wave of attacks but were unable to penetrate the visitors ' defence and had to settle for a goalless draw .,"TL;DR , ' defence and had to settle is not a named entity ."
Austria dominated their World Cup group four qualifier against Scotland on Saturday with wave after wave of attacks but were unable to penetrate the visitors ' defence and had to settle for a goalless draw .,"TL;DR , defence and is not a named entity ."
Austria dominated their World Cup group four qualifier against Scotland on Saturday with wave after wave of attacks but were unable to penetrate the visitors ' defence and had to settle for a goalless draw .,"TL;DR , had to settle for a goalless draw is not a named entity ."
"Scotland "","" who thrashed Belarus 5-1 in their opening group four match "","" were unable to repeat their performance .","TL;DR , Scotland is a location entity ."
"Scotland "","" who thrashed Belarus 5-1 in their opening group four match "","" were unable to repeat their performance .","TL;DR , Belarus is a location entity ."
"Scotland "","" who thrashed Belarus 5-1 in their opening group four match "","" were unable to repeat their performance .","TL;DR , to is not a named entity ."
"Scotland "","" who thrashed Belarus 5-1 in their opening group four match "","" were unable to repeat their performance .","TL;DR , opening group four match "","" were is not a named entity ."
"Scotland "","" who thrashed Belarus 5-1 in their opening group four match "","" were unable to repeat their performance .","TL;DR , "","" were unable to is not a named entity ."
"Scotland "","" who thrashed Belarus 5-1 in their opening group four match "","" were unable to repeat their performance .","TL;DR , Belarus 5-1 in their opening is not a named entity ."
Austria 's best chance came in the 63rd minute with Stephan Marasek of SC Freiburg taking advantage of a scramble in the Scottish penalty area but his shot narrowly passing the left-hand post .,"TL;DR , Austria is a location entity ."
Austria 's best chance came in the 63rd minute with Stephan Marasek of SC Freiburg taking advantage of a scramble in the Scottish penalty area but his shot narrowly passing the left-hand post .,"TL;DR , Stephan Marasek is a person entity ."
Austria 's best chance came in the 63rd minute with Stephan Marasek of SC Freiburg taking advantage of a scramble in the Scottish penalty area but his shot narrowly passing the left-hand post .,"TL;DR , SC Freiburg is an organization entity ."
Austria 's best chance came in the 63rd minute with Stephan Marasek of SC Freiburg taking advantage of a scramble in the Scottish penalty area but his shot narrowly passing the left-hand post .,"TL;DR , Scottish is an other entity ."
Austria 's best chance came in the 63rd minute with Stephan Marasek of SC Freiburg taking advantage of a scramble in the Scottish penalty area but his shot narrowly passing the left-hand post .,"TL;DR , taking is not a named entity ."
Austria 's best chance came in the 63rd minute with Stephan Marasek of SC Freiburg taking advantage of a scramble in the Scottish penalty area but his shot narrowly passing the left-hand post .,"TL;DR , the 63rd is not a named entity ."
Austria 's best chance came in the 63rd minute with Stephan Marasek of SC Freiburg taking advantage of a scramble in the Scottish penalty area but his shot narrowly passing the left-hand post .,"TL;DR , in the Scottish penalty area but his is not a named entity ."
Austria 's best chance came in the 63rd minute with Stephan Marasek of SC Freiburg taking advantage of a scramble in the Scottish penalty area but his shot narrowly passing the left-hand post .,"TL;DR , Austria 's best chance came in is not a named entity ."
Austria 's best chance came in the 63rd minute with Stephan Marasek of SC Freiburg taking advantage of a scramble in the Scottish penalty area but his shot narrowly passing the left-hand post .,"TL;DR , 63rd minute with Stephan Marasek is not a named entity ."
Austria 's best chance came in the 63rd minute with Stephan Marasek of SC Freiburg taking advantage of a scramble in the Scottish penalty area but his shot narrowly passing the left-hand post .,"TL;DR , Scottish penalty area but his shot narrowly is not a named entity ."
Austria 's best chance came in the 63rd minute with Stephan Marasek of SC Freiburg taking advantage of a scramble in the Scottish penalty area but his shot narrowly passing the left-hand post .,"TL;DR , Marasek is not a named entity ."
Austria 's best chance came in the 63rd minute with Stephan Marasek of SC Freiburg taking advantage of a scramble in the Scottish penalty area but his shot narrowly passing the left-hand post .,"TL;DR , with Stephan Marasek of is not a named entity ."
They also went close a minute before the interval when a promising attack saw the ball fall to Markus Schopp but he hit his shot wide .,"TL;DR , Markus Schopp is a person entity ."
They also went close a minute before the interval when a promising attack saw the ball fall to Markus Schopp but he hit his shot wide .,"TL;DR , hit his is not a named entity ."
