sentence,prompt
CRICKET - LEICESTERSHIRE TAKE OVER AT TOP AFTER INNINGS VICTORY .,"TL;DR , LEICESTERSHIRE is an organization entity ."
"Romania - Cosmin Contra ( 31st ) "","" Mihai Tararache ( 75th )","TL;DR , - is not a named entity ."
"Romania - Cosmin Contra ( 31st ) "","" Mihai Tararache ( 75th )","TL;DR , Mihai Tararache ( is not a named entity ."
"Romania - Cosmin Contra ( 31st ) "","" Mihai Tararache ( 75th )","TL;DR , Contra ( 31st ) "","" Mihai Tararache ( is not a named entity ."
Lithuania - Danius Gleveckas ( 13rd ),"TL;DR , Lithuania is a location entity ."
Lithuania - Danius Gleveckas ( 13rd ),"TL;DR , Danius Gleveckas is a person entity ."
Lithuania - Danius Gleveckas ( 13rd ),"TL;DR , ( is not a named entity ."
Lithuania - Danius Gleveckas ( 13rd ),"TL;DR , 13rd is not a named entity ."
Lithuania - Danius Gleveckas ( 13rd ),"TL;DR , - is not a named entity ."
Lithuania - Danius Gleveckas ( 13rd ),"TL;DR , ( 13rd is not a named entity ."
Paper says Thatcher 's office consulted astrologer .,"TL;DR , Thatcher is a person entity ."
Paper says Thatcher 's office consulted astrologer .,"TL;DR , office is not a named entity ."
Paper says Thatcher 's office consulted astrologer .,"TL;DR , consulted astrologer . is not a named entity ."
LONDON 1996-09-01,"TL;DR , LONDON is a location entity ."
LONDON 1996-09-01,"TL;DR , LONDON 1996-09-01 is not a named entity ."
LONDON 1996-09-01,"TL;DR , 1996-09-01 is not a named entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , British is an other entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , Margaret Thatcher is a person entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , IRA is an organization entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , prime minister is not a named entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , Margaret Thatcher was so shaken is not a named entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , minister in is not a named entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , prime minister in 1984 that an is not a named entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , warn her against future threats is not a named entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , was asked is not a named entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , The Sunday Telegraph is an organization entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , Majorie Orr is a person entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , Thatcher is a person entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , Libran is an other entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , Irish is an other entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , Conservative Party is an organization entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , horoscope chart for Thatcher is not a named entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , Party conference is not a named entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , during the Conservative Party is not a named entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , conference more than is not a named entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , Majorie Orr as is not a named entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , as saying she did a horoscope chart for is not a named entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , more than a decade ago is not a named entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , narrowly escaped death in is not a named entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , Thatcher "","" a Libran "","" after she is not a named entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , Party conference more than a is not a named entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , Telegraph quoted is not a named entity ."
"The Sunday Telegraph quoted Majorie Orr as saying she did a horoscope chart for Thatcher "","" a Libran "","" after she narrowly escaped death in the Irish guerrilla bombing of a hotel during the Conservative Party conference more than a decade ago .","TL;DR , death in is not a named entity ."
Orr said Thatcher 's press secretary Bernard Ingram asked her to telephone if she saw any threatening indications in the future .,"TL;DR , Orr is a person entity ."
Orr said Thatcher 's press secretary Bernard Ingram asked her to telephone if she saw any threatening indications in the future .,"TL;DR , Thatcher is a person entity ."
Orr said Thatcher 's press secretary Bernard Ingram asked her to telephone if she saw any threatening indications in the future .,"TL;DR , Bernard Ingram is a person entity ."
Orr said Thatcher 's press secretary Bernard Ingram asked her to telephone if she saw any threatening indications in the future .,"TL;DR , indications in the future is not a named entity ."
Orr said Thatcher 's press secretary Bernard Ingram asked her to telephone if she saw any threatening indications in the future .,"TL;DR , to telephone if she saw any threatening indications is not a named entity ."
Orr said Thatcher 's press secretary Bernard Ingram asked her to telephone if she saw any threatening indications in the future .,"TL;DR , Bernard Ingram asked her to is not a named entity ."
Orr said Thatcher 's press secretary Bernard Ingram asked her to telephone if she saw any threatening indications in the future .,"TL;DR , press secretary Bernard is not a named entity ."
Orr said Thatcher 's press secretary Bernard Ingram asked her to telephone if she saw any threatening indications in the future .,"TL;DR , . is not a named entity ."
Orr said Thatcher 's press secretary Bernard Ingram asked her to telephone if she saw any threatening indications in the future .,"TL;DR , secretary Bernard Ingram asked her is not a named entity ."
""""""""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know "","" """""""" Orr said .","TL;DR , Bernard Ingham is a person entity ."
""""""""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know "","" """""""" Orr said .","TL;DR , Orr is a person entity ."
""""""""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know "","" """""""" Orr said .","TL;DR , that if is not a named entity ."
""""""""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know "","" """""""" Orr said .","TL;DR , me that if I ever heard anything that is not a named entity ."
""""""""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know "","" """""""" Orr said .","TL;DR , I was to let him know "","" """""""" is not a named entity ."
""""""""" Bernard Ingham told me that if I ever heard anything that indicated danger I was to let him know "","" """""""" Orr said .","TL;DR , told me that if I ever heard anything is not a named entity ."
Orr said she never had to telephone .,"TL;DR , Orr is a person entity ."
Orr said she never had to telephone .,"TL;DR , said she never had to is not a named entity ."
Orr said she never had to telephone .,"TL;DR , said she is not a named entity ."
"Ingram was quoted as telling the newspaper he thought astrology was """""""" a load of rubbish """""""" and that he could not recall asking Orr to keep a watch on Thatcher 's stars .","TL;DR , Ingram is a person entity ."
"Ingram was quoted as telling the newspaper he thought astrology was """""""" a load of rubbish """""""" and that he could not recall asking Orr to keep a watch on Thatcher 's stars .","TL;DR , Orr is a person entity ."
"Ingram was quoted as telling the newspaper he thought astrology was """""""" a load of rubbish """""""" and that he could not recall asking Orr to keep a watch on Thatcher 's stars .","TL;DR , Thatcher is a person entity ."
"Ingram was quoted as telling the newspaper he thought astrology was """""""" a load of rubbish """""""" and that he could not recall asking Orr to keep a watch on Thatcher 's stars .","TL;DR , recall is not a named entity ."
"Ingram was quoted as telling the newspaper he thought astrology was """""""" a load of rubbish """""""" and that he could not recall asking Orr to keep a watch on Thatcher 's stars .","TL;DR , newspaper he thought astrology was """""""" a is not a named entity ."
