sentence,prompt
"Andrews Lock and Dam , Henry County , Ala. ;","TL;DR , Andrews Lock and Dam is a location entity ."
"In 1817 , naturalist-author Henry David Thoreau was born in Concord , Mass .","TL;DR , Concord , Mass is a location entity ."
"In 1817 , naturalist-author Henry David Thoreau was born in Concord , Mass .","TL;DR , , naturalist-author is not a named entity ."
"In 1817 , naturalist-author Henry David Thoreau was born in Concord , Mass .","TL;DR , , naturalist-author Henry David is not a named entity ."
"In 1817 , naturalist-author Henry David Thoreau was born in Concord , Mass .","TL;DR , naturalist-author is not a named entity ."
"In 1817 , naturalist-author Henry David Thoreau was born in Concord , Mass .","TL;DR , Concord is not a named entity ."
"The New York Opera Repertory Theater was founded in 1977 by Leigh Gibbs Gore , who conducted the opera .","TL;DR , The New York Opera Repertory Theater is an organization entity ."
"The New York Opera Repertory Theater was founded in 1977 by Leigh Gibbs Gore , who conducted the opera .","TL;DR , 1977 is an other entity ."
"The New York Opera Repertory Theater was founded in 1977 by Leigh Gibbs Gore , who conducted the opera .","TL;DR , Leigh Gibbs Gore is a person entity ."
"The New York Opera Repertory Theater was founded in 1977 by Leigh Gibbs Gore , who conducted the opera .","TL;DR , founded in 1977 is not a named entity ."
"The New York Opera Repertory Theater was founded in 1977 by Leigh Gibbs Gore , who conducted the opera .","TL;DR , Gore , who conducted is not a named entity ."
"The New York Opera Repertory Theater was founded in 1977 by Leigh Gibbs Gore , who conducted the opera .","TL;DR , The New York Opera Repertory is not a named entity ."
"The New York Opera Repertory Theater was founded in 1977 by Leigh Gibbs Gore , who conducted the opera .","TL;DR , was founded in 1977 by Leigh Gibbs is not a named entity ."
"The New York Opera Repertory Theater was founded in 1977 by Leigh Gibbs Gore , who conducted the opera .","TL;DR , Repertory Theater was founded in 1977 by is not a named entity ."
"The New York Opera Repertory Theater was founded in 1977 by Leigh Gibbs Gore , who conducted the opera .","TL;DR , , who conducted the opera is not a named entity ."
"It 's doing a lot of wind damage , ' ' said Robert Isaacks , an emergency medical technician on High Island.","TL;DR , Robert Isaacks is a person entity ."
"It 's doing a lot of wind damage , ' ' said Robert Isaacks , an emergency medical technician on High Island.","TL;DR , High Island. is a location entity ."
"It 's doing a lot of wind damage , ' ' said Robert Isaacks , an emergency medical technician on High Island.","TL;DR , Robert Isaacks , an is not a named entity ."
"It 's doing a lot of wind damage , ' ' said Robert Isaacks , an emergency medical technician on High Island.","TL;DR , technician is not a named entity ."
"It 's doing a lot of wind damage , ' ' said Robert Isaacks , an emergency medical technician on High Island.","TL;DR , damage , ' ' said is not a named entity ."
"It 's doing a lot of wind damage , ' ' said Robert Isaacks , an emergency medical technician on High Island.","TL;DR , lot of wind damage , ' is not a named entity ."
"George Washington ( first President ) : Born Feb. 22 , 1732 , in Westmoreland County .","TL;DR , George Washington is a person entity ."
"George Washington ( first President ) : Born Feb. 22 , 1732 , in Westmoreland County .","TL;DR , Feb. is an other entity ."
"George Washington ( first President ) : Born Feb. 22 , 1732 , in Westmoreland County .","TL;DR , Westmoreland County is a location entity ."
"George Washington ( first President ) : Born Feb. 22 , 1732 , in Westmoreland County .","TL;DR , : Born Feb. 22 , 1732 , is not a named entity ."
"George Washington ( first President ) : Born Feb. 22 , 1732 , in Westmoreland County .","TL;DR , 1732 , in Westmoreland County . is not a named entity ."
"George Washington ( first President ) : Born Feb. 22 , 1732 , in Westmoreland County .","TL;DR , George Washington ( is not a named entity ."
"George Washington ( first President ) : Born Feb. 22 , 1732 , in Westmoreland County .","TL;DR , President ) : is not a named entity ."
"George Washington ( first President ) : Born Feb. 22 , 1732 , in Westmoreland County .","TL;DR , , in Westmoreland County is not a named entity ."
"George Washington ( first President ) : Born Feb. 22 , 1732 , in Westmoreland County .","TL;DR , first President is not a named entity ."
"As Michael Holtcamp , the manager of the project , based in Huntsville , Alabama , put it , one slip of the Arrow 's sensor or radar and the mission is unsuccessful .","TL;DR , Michael Holtcamp is a person entity ."
"As Michael Holtcamp , the manager of the project , based in Huntsville , Alabama , put it , one slip of the Arrow 's sensor or radar and the mission is unsuccessful .","TL;DR , Huntsville is a location entity ."
"As Michael Holtcamp , the manager of the project , based in Huntsville , Alabama , put it , one slip of the Arrow 's sensor or radar and the mission is unsuccessful .","TL;DR , Alabama is a location entity ."
"As Michael Holtcamp , the manager of the project , based in Huntsville , Alabama , put it , one slip of the Arrow 's sensor or radar and the mission is unsuccessful .","TL;DR , , one is not a named entity ."
"As Michael Holtcamp , the manager of the project , based in Huntsville , Alabama , put it , one slip of the Arrow 's sensor or radar and the mission is unsuccessful .","TL;DR , , the manager of the project , based is not a named entity ."
"As Michael Holtcamp , the manager of the project , based in Huntsville , Alabama , put it , one slip of the Arrow 's sensor or radar and the mission is unsuccessful .","TL;DR , project , based is not a named entity ."
"As Michael Holtcamp , the manager of the project , based in Huntsville , Alabama , put it , one slip of the Arrow 's sensor or radar and the mission is unsuccessful .","TL;DR , , Alabama , put it , one is not a named entity ."
"As Michael Holtcamp , the manager of the project , based in Huntsville , Alabama , put it , one slip of the Arrow 's sensor or radar and the mission is unsuccessful .","TL;DR , , put it , one is not a named entity ."
"As Michael Holtcamp , the manager of the project , based in Huntsville , Alabama , put it , one slip of the Arrow 's sensor or radar and the mission is unsuccessful .","TL;DR , Michael is not a named entity ."
All Parties Seen as Winners Under Tripartite Agreement PM2401200594 Moscow KOMSOMOLSKAYA PRAVDA in Russian 25 Jan 94 p 3,"TL;DR , Moscow is a location entity ."
All Parties Seen as Winners Under Tripartite Agreement PM2401200594 Moscow KOMSOMOLSKAYA PRAVDA in Russian 25 Jan 94 p 3,"TL;DR , KOMSOMOLSKAYA PRAVDA is an organization entity ."
All Parties Seen as Winners Under Tripartite Agreement PM2401200594 Moscow KOMSOMOLSKAYA PRAVDA in Russian 25 Jan 94 p 3,"TL;DR , 25 Jan 94 is an other entity ."
All Parties Seen as Winners Under Tripartite Agreement PM2401200594 Moscow KOMSOMOLSKAYA PRAVDA in Russian 25 Jan 94 p 3,"TL;DR , PRAVDA in Russian 25 Jan is not a named entity ."
All Parties Seen as Winners Under Tripartite Agreement PM2401200594 Moscow KOMSOMOLSKAYA PRAVDA in Russian 25 Jan 94 p 3,"TL;DR , Parties Seen as is not a named entity ."
All Parties Seen as Winners Under Tripartite Agreement PM2401200594 Moscow KOMSOMOLSKAYA PRAVDA in Russian 25 Jan 94 p 3,"TL;DR , Tripartite Agreement is not a named entity ."
All Parties Seen as Winners Under Tripartite Agreement PM2401200594 Moscow KOMSOMOLSKAYA PRAVDA in Russian 25 Jan 94 p 3,"TL;DR , Seen is not a named entity ."
All Parties Seen as Winners Under Tripartite Agreement PM2401200594 Moscow KOMSOMOLSKAYA PRAVDA in Russian 25 Jan 94 p 3,"TL;DR , Jan 94 is not a named entity ."
All Parties Seen as Winners Under Tripartite Agreement PM2401200594 Moscow KOMSOMOLSKAYA PRAVDA in Russian 25 Jan 94 p 3,"TL;DR , PM2401200594 Moscow KOMSOMOLSKAYA is not a named entity ."
Kiev SILSKI VISTI,"TL;DR , Kiev is a location entity ."
Kiev SILSKI VISTI,"TL;DR , SILSKI VISTI is an organization entity ."
Kiev SILSKI VISTI,"TL;DR , Kiev SILSKI VISTI is not a named entity ."
Kiev SILSKI VISTI,"TL;DR , VISTI is not a named entity ."
Kiev SILSKI VISTI,"TL;DR , SILSKI is not a named entity ."
Kiev SILSKI VISTI,"TL;DR , Kiev SILSKI is not a named entity ."
"In 1892 , author and newscaster Lowell Thomas was born in Woodington , Ohio .","TL;DR , Lowell Thomas is a person entity ."
"In 1892 , author and newscaster Lowell Thomas was born in Woodington , Ohio .","TL;DR , Woodington , Ohio is a location entity ."
"In 1892 , author and newscaster Lowell Thomas was born in Woodington , Ohio .","TL;DR , and newscaster Lowell is not a named entity ."
"In 1892 , author and newscaster Lowell Thomas was born in Woodington , Ohio .","TL;DR , Thomas was born in Woodington , Ohio . is not a named entity ."
"In 1892 , author and newscaster Lowell Thomas was born in Woodington , Ohio .","TL;DR , Lowell Thomas was born in Woodington is not a named entity ."
"In 1892 , author and newscaster Lowell Thomas was born in Woodington , Ohio .","TL;DR , in Woodington , is not a named entity ."
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,"TL;DR , Gyandzha is a location entity ."
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,"TL;DR , Shamkhor is a location entity ."
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,"TL;DR , Azerbaijan is a location entity ."
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,"TL;DR , Soviet is a location entity ."
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,"TL;DR , of is not a named entity ."
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,"TL;DR , runways of former Soviet military airfields were is not a named entity ."
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,"TL;DR , all types of heavy planes ? is not a named entity ."
Why did not the plane ask for landing in Gyandzha or Shamkhor in Azerbaijan where runways of former Soviet military airfields were big enough for all types of heavy planes ?,"TL;DR , were big enough for all is not a named entity ."
